PLR_NAME,PLR_ID,EW,S1,S3,S4,D1,D3,D4,SI_N,SI_V,DI_N,DI_V,SDI_V,KI_01,KI_02,KI_03,KI_04,KI_05,KI_16,KI_06,KI_17,KI_07,KI_09,KI_10,KI_11,KI_12,KI_13
Marzahner Chaussee,10100311,2228,5.95483,7.45063,9.24092,1.85086,0.91199,0.08599,2,mittel,5,negativ,"Status mittel , Dynamik negativ",4.89,20.57,1.72,41.57,29.58,17.15,0.59,68.06,20.16,100,66.57,28.5,0.7,-7.05
Springpfuhl,10100312,14860,4.68786,11.02961,25.01348,0.48296,-1.49905,-6.39446,2,mittel,1,positiv,"Status mittel , Dynamik positiv",4.13,32.44,3.71,50.16,26.57,13.14,3.47,77.68,26.64,3.63,71.55,16.96,2.27,2.46
Alt-Marzahn,10100313,4793,3.85518,8.88796,21.73145,0.50668,-0.85682,-4.62838,2,mittel,3,stabil,"Status mittel , Dynamik stabil",3.33,29.26,2.57,54.57,30.23,18.94,1.8,79.85,22.31,90.82,67.59,23.28,-0.35,2.35
Auersbergstraße,10100314,6309,5.02907,9.33587,24.20307,1.41092,-1.82019,-2.95311,2,mittel,3,stabil,"Status mittel , Dynamik stabil",2.46,35.13,2.57,36.74,19.48,9.49,2.18,74.29,31.96,99.08,78.06,12.64,0.02,1.18
Bärenstein,10100315,7171,5.21617,12.38321,31.80934,0.6353,-1.54084,-0.26613,2,mittel,3,stabil,"Status mittel , Dynamik stabil",3.15,39.14,2.54,43.59,26.05,11.9,2.58,69.75,35.71,58.14,74.14,17.73,0.85,1.86
Landsberger Tor,10100316,3681,1.95896,7.5523,14.21233,-0.02213,0.27219,-2.15458,2,mittel,3,stabil,"Status mittel , Dynamik stabil",3.54,24.6,3.04,24.04,14.53,4.97,-0.12,69.95,40.94,0,57.17,14.36,0.55,-5.47
Zossener Straße,10200417,7171,8.72497,23.65082,43.45127,1.00122,-4.95196,-5.64078,3,niedrig,1,positiv,"Status niedrig , Dynamik positiv",6.08,44.8,11.86,47.57,33.62,19.22,3.12,66.26,39.55,65.33,67.39,21.61,1.67,-3.12
Kyritzer Straße,10200418,5445,4.61216,13.37006,30.80808,-0.02962,-2.23944,-3.98961,2,mittel,1,positiv,"Status mittel , Dynamik positiv",3.99,50,7.89,22.15,12.8,7.27,-1.78,66.41,39.15,7.81,62.84,22.18,-1.08,-10.22
Havelländer Ring,10200419,3564,5.93449,16.24579,34.07155,-0.54544,-7.58655,-14.90456,2,mittel,1,positiv,"Status mittel , Dynamik positiv",3.28,40.32,7.85,52.61,40.21,27.5,10.97,54.18,20.23,39.2,60.72,26.72,1.93,2.83
Gut Hellersdorf,10200420,7159,8.06221,21.21805,48.57143,2.60766,0.27836,2.77242,3,niedrig,5,negativ,"Status niedrig , Dynamik negativ",5.66,46.94,7.88,47.91,26.67,20.51,3.86,73.02,55.45,0,66.57,16.71,-0.14,0.26
Helle Mitte,10200421,1716,3.79225,15.26807,28.98551,-0.50068,-4.06367,-11.39911,2,mittel,1,positiv,"Status mittel , Dynamik positiv",2.5,27.55,14.54,69.85,49.36,28.26,10.84,59.79,23.53,0,57.33,31.02,1.61,-3.13
Hellersdorfer Promenade,10200422,6503,10.89815,27.44887,53.66044,3.4229,-1.55044,-4.65799,4,sehr niedrig,3,stabil,"Status sehr niedrig , Dynamik stabil",8.54,44.18,11.07,50.27,37.87,30.37,7.24,61.06,47.73,100,58.9,26.16,5.9,7.68
Böhlener Straße,10200423,5929,7.66415,21.20088,42.70367,1.67627,-3.36518,-5.57219,3,niedrig,1,positiv,"Status niedrig , Dynamik positiv",6.44,48.05,10.2,38.86,31.81,21.98,2.72,47.81,30.82,0,56.89,33.27,2.18,0.76
Adele-Sandrock-Straße,10200524,9975,3.78657,11.6391,31.89003,0.79803,0.98025,6.05084,2,mittel,5,negativ,"Status mittel , Dynamik negativ",3.35,40.39,2.84,36.6,18.79,12.3,3.26,73.35,35.25,0,65.02,21.47,3.94,9.25
Schleipfuhl,10200525,5317,7.94292,21.0457,43.37349,1.72448,1.15485,2.4774,3,niedrig,5,negativ,"Status niedrig , Dynamik negativ",5.1,41.38,7.25,39.31,25.16,17.6,4.85,64.42,49.46,0,69.62,16.09,-0.39,3.6
Boulevard Kastanienallee,10200526,6111,7.82567,24.59499,46.76259,1.18924,-1.71132,-1.90743,3,niedrig,3,stabil,"Status niedrig , Dynamik stabil",4.15,47.11,10.92,46.06,34.05,23.69,3.61,62.36,32.89,87.43,61.62,23.26,-0.51,-2.94
Am Kienberg,10200627,3465,4.65303,12.23665,29.23077,0.53303,-2.19756,-9.04674,2,mittel,1,positiv,"Status mittel , Dynamik positiv",4.44,49.57,5.8,33.2,20.4,11.31,3.15,78.06,30.77,0,68.15,19.88,1.29,4.75
Neue Grottkauer Straße,10200628,6342,7.59693,21.90161,43.44828,0.75282,-2.93644,-4.02254,3,niedrig,1,positiv,"Status niedrig , Dynamik positiv",5.79,50.6,10.48,33.65,24.16,15.86,3.74,67.99,47.17,2.95,66.46,16.55,-0.62,-1.73
Teterower Ring,10200629,8919,4.41878,9.24992,24.68124,1.35831,-0.91918,-1.34747,2,mittel,3,stabil,"Status mittel , Dynamik stabil",3.21,40.37,3.34,30.33,17,9.27,3.24,68.44,38.21,0,69.14,18.04,2.92,5.05
Cecilienplatz,10200630,6487,3.99709,10.4825,25.82278,0.39434,-0.28815,0.65895,2,mittel,3,stabil,"Status mittel , Dynamik stabil",3.47,39.27,4.08,26.56,14.11,6.67,1.4,78.29,38.93,0,76.42,12.69,0.44,5.06
Oberfeldstraße,10300731,7805,0.44571,1.25561,2.11706,-0.07129,0.04865,-0.03484,1,hoch,3,stabil,"Status hoch , Dynamik stabil",0,18.73,0.48,19.43,18.39,11.48,0.35,78.01,1.46,0,71.92,19.08,0.24,6.47
Buckower Ring,10300732,6952,5.72697,11.19102,21.10286,1.88993,-0.20179,2.55023,2,mittel,5,negativ,"Status mittel , Dynamik negativ",5.79,35.17,5.25,40.16,23.76,14.18,1.59,76.06,28.1,22.8,58.6,52.8,4.41,4.54
Alt-Biesdorf,10300733,3938,1.222,3.40274,6.66667,-0.31431,-1.20121,-4.46506,1,hoch,1,positiv,"Status hoch , Dynamik positiv",0,18.88,0.68,32.49,18.33,9.32,-2.58,62.13,18.06,0.18,58.05,29.18,7.27,10.11
Biesdorf Süd,10300734,10260,0.58249,1.61793,2.71164,0.11871,0.51858,0.72342,1,hoch,3,stabil,"Status hoch , Dynamik stabil",0,17.31,0.42,20.26,12.08,4.87,0.97,68.6,10.58,11.83,74.5,14.73,3.37,11.42
Kaulsdorf Nord,10400835,7807,1.43982,3.91956,9.05696,-0.18635,-0.44776,-1.42296,1,hoch,3,stabil,"Status hoch , Dynamik stabil",0.92,27.66,0.59,16.52,9.48,4.51,0.58,50,10.69,0,78.74,12.28,-0.01,7.05
Alt-Kaulsdorf,10400836,3868,2.28457,3.90383,5.78035,0.45791,-0.94311,-1.13665,1,hoch,3,stabil,"Status hoch , Dynamik stabil",2.48,22.22,1.17,18.84,11.09,6.64,0.22,71.6,27.89,0,70.39,18.06,-0.6,-1.51
Kaulsdorf Süd,10400837,7733,0.70686,1.50006,2.71028,0.31357,-0.04323,0.5198,1,hoch,3,stabil,"Status hoch , Dynamik stabil",0,19.48,0.32,12.9,7.38,2.37,0.2,68.85,7.78,74.54,80.48,10.51,0.78,9.74
Mahlsdorf Nord,10400938,9921,0.63734,1.75386,1.7894,-0.0775,0.07587,0.15735,1,hoch,3,stabil,"Status hoch , Dynamik stabil",0,19.77,0.79,15.08,9.15,3.66,0.18,74.66,7.18,62.87,75.56,12.32,1.19,5.75
Alt-Mahlsdorf,10400939,4457,1.2337,3.00651,4.82866,-0.00699,1.04068,1.09034,1,hoch,3,stabil,"Status hoch , Dynamik stabil",0.93,23.08,0.82,18.96,11.64,6.1,0.91,52.57,14.13,2.06,68.78,18.01,1.85,7.73
Elsensee,10400940,5801,0.5481,1.77556,4.74255,-0.01718,0.23256,1.1813,1,hoch,3,stabil,"Status hoch , Dynamik stabil",0,19.85,0.57,12.15,6.88,3.19,0.97,56.22,23.67,22.48,80.56,11.39,0.63,9.41
Pilgramer Straße,10400941,9578,0.62893,1.7227,2.88529,0.02877,0.15904,0.90145,1,hoch,3,stabil,"Status hoch , Dynamik stabil",0,18.33,0.51,14.56,8.71,3.28,0.43,56.69,10.93,16.36,76.31,11.63,0.93,5.31
Dörfer Malchow-Wartenberg,11100101,3302,0.69204,2.66505,3.64078,-0.39397,-0.63538,-1.2492,1,hoch,3,stabil,"Status hoch , Dynamik stabil",0,22.04,2.77,11.79,8.39,4.39,1.21,39.31,6.34,82.92,76.99,19.9,0.89,7.71
Dorf Falkenberg,11100102,2189,3.76623,14.07035,30.86957,2.09517,8.68424,18.41977,2,mittel,5,negativ,"Status mittel , Dynamik negativ",4.14,15.81,0,50.55,33.26,25.49,6.67,92.47,47.49,99.18,53.06,47.92,17.93,34.18
Falkenberg Ost,11100203,8986,8.68637,20.78789,44.62617,1.57829,-2.82322,-3.93652,3,niedrig,3,stabil,"Status niedrig , Dynamik stabil",4.86,42.88,8.11,50.66,33.12,20.91,3.63,79.94,46.54,0,71.5,16.82,0.37,3.9
Falkenberg West,11100204,7052,6.43759,16.08054,35.73201,0.94076,-2.4308,-5.08626,2,mittel,1,positiv,"Status mittel , Dynamik positiv",4.46,38.53,5.73,56.81,33.71,21.44,7.06,79.96,37.19,0,71.51,20.36,2.26,8.65
Wartenberg Süd,11100205,6095,6.67656,16.83347,43.81663,1.23754,-0.78746,1.82529,2,mittel,3,stabil,"Status mittel , Dynamik stabil",3.11,46.2,5.57,45.45,28.43,18.9,3.53,73.87,45.24,0,71.99,16.79,-0.08,-1.5
Wartenberg Nord,11100206,7609,8.29521,18.78039,44.54806,2.68013,0.02452,3.89385,3,niedrig,5,negativ,"Status niedrig , Dynamik negativ",6.6,46.82,5.98,44.49,29.07,20.84,4.26,78.56,49.36,0,63.66,19.61,1.5,4.13
Zingster Straße Ost,11100307,11690,7.53689,15.8426,40.39106,1.60875,-3.01749,-3.9265,2,mittel,3,stabil,"Status mittel , Dynamik stabil",6.17,40.83,4.16,55.73,30.54,18.12,1.87,78.85,41.92,0,73.63,14.72,0.01,-0.93
Zingster Straße West,11100308,9583,8.98194,20.07722,47.87571,1.67151,-2.39319,-3.99229,3,niedrig,3,stabil,"Status niedrig , Dynamik stabil",5.41,44.49,6.7,48.79,28.88,18,1.81,78.78,48.74,1.57,75.88,13.8,-0.81,-0.84
Mühlengrund,11100309,5825,5.02013,10.76395,25.82873,0.80183,-0.13282,1.49362,2,mittel,3,stabil,"Status mittel , Dynamik stabil",4.14,34.03,1.96,42.08,21.75,14.87,2.15,80.14,31.03,0,68.86,23.87,0.32,-7.73
Malchower Weg,11200410,9998,6.19055,12.81256,31.46667,1.82138,-0.68496,-1.60934,2,mittel,3,stabil,"Status mittel , Dynamik stabil",5.29,28.72,1.35,51.02,30.75,22.55,2.78,77.52,37.25,19.54,60.35,23.85,2.3,3.85
Hauptstraße,11200411,6856,6.0806,11.8874,27.8297,1.66508,-0.98795,-0.63512,2,mittel,3,stabil,"Status mittel , Dynamik stabil",2.55,33.75,2.97,38.26,23.57,14.41,1.73,75.91,37.41,6.53,67.18,20.91,0.87,-0.78
Orankesee,11200512,3898,2.00873,5.92612,13.76022,0.98789,2.36911,7.00863,2,mittel,5,negativ,"Status mittel , Dynamik negativ",1.86,27.99,1.14,38.64,21.01,15.7,-0.04,90.69,34.72,0,67.03,20.65,0,-4.66
Große-Leege-Straße,11200513,9897,5.33352,12.19561,31.74603,0.58072,-1.35861,-2.9578,2,mittel,3,stabil,"Status mittel , Dynamik stabil",4.69,35.72,3.25,47.38,26.83,20.48,2.18,77.41,38.34,0,56.79,32.23,0.57,-4.08
Landsberger Allee,11200514,15296,6.62555,13.32374,34.40387,2.03048,-0.17116,0.70406,2,mittel,3,stabil,"Status mittel , Dynamik stabil",4.61,36.58,2.9,51.31,29.38,18.17,3.1,79.6,38.84,0.16,69.83,18.77,1.98,5.78
Weiße Taube,11200515,4125,1.02828,2.59394,5.16667,0.03854,-0.03438,-0.72652,1,hoch,3,stabil,"Status hoch , Dynamik stabil",0,13.6,0.87,36.39,20.46,10.4,2.56,72.96,9.18,6.86,64.34,18.89,0.32,-1.49
Hohenschönhausener Straße,11300616,6058,7.47792,16.06141,48.93899,0.92316,-1.292,-2.09194,3,niedrig,3,stabil,"Status niedrig , Dynamik stabil",3.67,43.99,3.39,71.09,36.28,21.74,-0.73,76.69,36.36,100,72.19,20.28,-1.62,-10.04
Fennpfuhlpark,11300617,4292,6.56814,10.9972,33.84615,1.31578,-1.06857,-6.92124,2,mittel,3,stabil,"Status mittel , Dynamik stabil",3.41,46.96,2.43,53.15,26.37,14.03,2.75,76.08,28.85,100,71.55,17.6,-0.67,-4.34
Storkower Bogen,11300618,3713,4.02253,8.7261,26.45631,1.01684,-0.72314,-0.01428,2,mittel,3,stabil,"Status mittel , Dynamik stabil",1.94,43.1,2.45,46.12,27.12,18.15,3.55,79.67,15.64,47.4,67.93,23.19,0.54,-0.35
Rudolf-Seiffert-Park,11300619,8422,4.29608,8.06222,22.83465,0.93822,-1.86399,-4.45793,2,mittel,3,stabil,"Status mittel , Dynamik stabil",1.75,29.75,2.41,50.05,33.5,22.09,2.29,74.35,13.9,0,67.13,30.84,1.02,0.74
Fennpfuhl Ost,11300620,11266,6.41367,12.15161,30.34663,0.96682,-2.19637,-4.86657,2,mittel,3,stabil,"Status mittel , Dynamik stabil",3.54,33.3,3.62,54.19,33.83,20.7,1.99,73.2,23.5,100,66.31,21.75,1.61,0.36
Herzbergstraße,11300721,5263,3.54762,9.34828,24.05567,1.01346,0.1467,-5.04589,2,mittel,3,stabil,"Status mittel , Dynamik stabil",2.02,25.66,8.39,67.79,62.09,56.05,-0.54,54.34,7,74.84,36.84,101.63,-3.99,-47.41
Rathaus Lichtenberg,11300722,9901,3.52638,7.59519,14.21131,0.61362,-1.25409,-3.52391,2,mittel,3,stabil,"Status mittel , Dynamik stabil",2.53,32.49,4.36,38.57,24.24,13.75,1.2,65.76,18.21,26.07,60.47,23.04,0.88,-0.98
Bornitzstraße,11300723,2413,5.13595,7.37671,12.64045,-0.09132,-8.05429,-14.58375,2,mittel,1,positiv,"Status mittel , Dynamik positiv",1.57,12.32,4.23,48.65,66.85,57.36,-5.72,63.37,9.13,0,38.04,86.39,-8.16,-20.21
Roedeliusplatz,11300724,3989,5.11889,10.3284,26.24113,0.62109,-1.92675,-2.39422,2,mittel,3,stabil,"Status mittel , Dynamik stabil",3.86,46.07,4.46,41.08,25.27,16.34,2.46,69.94,20.22,43.9,62.76,27.17,1.34,-16.19
Nibelungenviertel,11300725,9837,4.06425,9.28128,18.39001,0.2211,0.20582,1.00239,2,mittel,3,stabil,"Status mittel , Dynamik stabil",2.86,34.08,4.53,30.93,21.79,14.04,2.5,63.14,27.07,1.66,54.42,30.02,6.21,2.92
Frankfurter Allee Süd,11300826,9956,5.3996,12.26396,33.35938,1.20095,-1.75825,-3.93966,2,mittel,3,stabil,"Status mittel , Dynamik stabil",2.55,34,4.36,61.1,37.8,23.75,1.53,80.89,26.05,92.5,68.59,20.38,-0.64,2.98
Victoriastadt,11400927,4218,3.20168,6.30631,10.18767,0.39625,-1.02639,-0.4318,2,mittel,3,stabil,"Status mittel , Dynamik stabil",1.6,27.03,14.62,25.23,24.73,16.12,1.31,55.15,9.62,0,57.71,24.56,-1.14,-2.36
Nöldnerplatz,11400928,2359,3.16027,6.44341,12.63736,1.53535,-1.53051,1.92307,2,mittel,3,stabil,"Status mittel , Dynamik stabil",2.58,26.22,5.83,35.44,31.03,21.7,4.5,58.4,12.06,0.25,49.73,34.29,7.87,10.61
Weitlingkiez,11400929,16111,5.09544,10.08628,21.90476,0.5241,-1.32428,-1.13754,2,mittel,3,stabil,"Status mittel , Dynamik stabil",2.56,35.68,5.78,35.62,25.65,18.16,2.03,60.38,23.29,0,56.19,27.07,-1.04,-7.55
Zachertstraße,11400930,4615,2.7512,5.04875,7.32265,0.52048,-0.83494,-4.50254,2,mittel,3,stabil,"Status mittel , Dynamik stabil",1.42,32.98,5.76,28.8,16.68,9.14,2.05,52.37,11.46,0,60.11,25.96,2.77,-2.04
Massower Straße,11400931,6764,6.28042,11.91603,30.13699,0.38588,-2.76835,-4.43928,2,mittel,1,positiv,"Status mittel , Dynamik positiv",2.64,33.59,5.79,42.16,26.2,16.62,1.32,74.02,29.81,15.7,66.35,24.85,0.21,-3.9
Rosenfelder Ring,11401032,5824,7.30055,12.46566,41.06195,1.25054,-1.93419,-6.09252,2,mittel,3,stabil,"Status mittel , Dynamik stabil",4.17,30.86,4.01,66.96,36.62,26.56,2.14,70.72,32.54,82.11,54.68,35.26,3.17,-5.04
Gensinger Straße,11401033,6756,6.14256,13.78034,30.39301,0.53961,-1.31231,-4.11534,2,mittel,3,stabil,"Status mittel , Dynamik stabil",4.32,29.82,4.01,57.67,37.09,21.86,2.54,74.07,30.02,98.65,61.63,20.33,0.72,-1.07
Tierpark,11401034,3195,6.59774,13.14554,39.8533,1.88027,-2.70489,3.06318,2,mittel,3,stabil,"Status mittel , Dynamik stabil",2.01,33.68,5.3,52.87,31.14,20.56,4.08,69.86,29.92,0,58.58,28.02,4.5,1.05
Dolgenseestraße,11401135,10139,7.04593,13.51218,40.36496,1.74915,0.76934,3.42637,2,mittel,5,negativ,"Status mittel , Dynamik negativ",4.31,33.8,2.75,57.79,29.72,17.69,5.97,79.93,42.38,0,66.24,21.21,5.79,13.22
Volkradstraße,11401136,8155,4.18228,7.05089,22.93729,0.69918,-0.47653,-1.79195,2,mittel,3,stabil,"Status mittel , Dynamik stabil",0.92,41.6,2.74,28.49,23.15,16.89,3.46,78.94,11.42,0,63.2,24.19,1.89,1.2
Erieseering,11401137,8708,6.47182,14.01011,38.08725,1.17793,-0.89907,-2.52925,2,mittel,3,stabil,"Status mittel , Dynamik stabil",3,33.77,2.71,57.89,32.97,19.91,2.62,78.37,36.48,0,69.13,17.46,1.78,4.8
Rummelsburg,11501238,4244,3.078,6.55042,10.10638,0.41227,-1.75129,-1.58331,2,mittel,3,stabil,"Status mittel , Dynamik stabil",2.06,18.8,2.25,29.5,22.67,13.01,0.91,71.74,36.48,0.14,60.34,18.92,-0.97,-6.1
Karlshorst West,11501339,10346,1.94083,4.70713,8.99594,0.16918,-0.83202,-1.74187,2,mittel,3,stabil,"Status mittel , Dynamik stabil",0.61,29.17,2.71,23.61,22.67,15.74,2.1,74.26,9.27,0,54.79,30.61,2.13,2.65
Karlshorst Nord,11501340,10640,2.16145,3.39286,4.62593,0.2629,-0.43067,-0.7385,1,hoch,3,stabil,"Status hoch , Dynamik stabil",1.51,24.04,1.29,19.16,13.25,6.48,0.52,67.39,18.56,0,64.75,18.33,0.49,2.15
Karlshorst Süd,11501341,7252,1.80236,2.33039,2.58328,0.77166,0.07904,-0.09997,1,hoch,3,stabil,"Status hoch , Dynamik stabil",0.94,20.76,1.99,17.99,15,8.03,1.71,62.54,6.24,0,70.4,23,1.5,1.06
Letteplatz,12100101,10985,8.08615,20.18207,46.50888,1.74794,-2.1967,-3.21656,3,niedrig,3,stabil,"Status niedrig , Dynamik stabil",4.06,32.98,10.38,78.63,55.01,33.58,1.81,60.12,31.66,100,61.76,25.32,-0.31,-6.74
Hausotterplatz,12100102,9986,8.21011,20.79912,49.53887,2.11342,-1.40734,1.0319,3,niedrig,3,stabil,"Status niedrig , Dynamik stabil",5.15,30.66,7.9,74.94,50.32,31.11,2.93,65.56,36.29,100,64.21,24.33,0.47,-3.33
Breitkopfbecken,12100103,7702,7.42847,18.54064,44.19643,0.89506,-2.18461,-3.99506,3,niedrig,3,stabil,"Status niedrig , Dynamik stabil",3.9,37.11,11.67,71.17,44.74,25.89,1.98,65.65,30.5,100,65.08,21.92,-0.23,-4.3
Schäfersee,12100204,8869,7.01188,17.61191,46.14719,0.72192,-1.66355,-4.39926,2,mittel,3,stabil,"Status mittel , Dynamik stabil",3.2,35.22,6.03,77.35,47.22,26.31,2.38,66.52,29.42,99.86,64.31,24.59,1.52,-1.14
Teichstraße,12100205,14057,6.95109,16.66074,39.70276,1.196,-2.44298,-5.87101,2,mittel,1,positiv,"Status mittel , Dynamik positiv",3.74,35.67,8.19,68.9,46.38,26.68,2.88,67.34,26.22,99.87,62.83,26.75,1.28,0.34
Humboldtstraße,12100206,4661,5.3646,11.24222,28.02198,1.34254,-1.31983,-2.62318,2,mittel,3,stabil,"Status mittel , Dynamik stabil",4.89,35.06,5.09,54.41,32.5,17.21,1.82,61.47,23.29,56.55,68.37,20.07,0.2,-7.13
Reinickes Hof,12200307,2753,8.17708,15.21976,37.35294,2.06538,-3.16393,-8.45712,2,mittel,1,positiv,"Status mittel , Dynamik positiv",3.28,35.12,5.48,65.59,39.92,24.81,2.13,55.2,32.21,100,64.96,25.44,0.24,-3.33
Meller Bogen,12200308,5667,6.7359,13.3051,37.32719,1.87795,-2.07952,-0.47043,2,mittel,3,stabil,"Status mittel , Dynamik stabil",2.69,29.28,4.75,74.64,43.13,22.69,1.9,61.66,31.74,77.92,69.37,19.46,0.11,-0.62
Scharnweberstraße,12200309,10629,9.313,21.49779,53.96008,1.32608,-3.27784,-4.20518,4,sehr niedrig,1,positiv,"Status sehr niedrig , Dynamik positiv",4.24,34.19,9.18,80.74,53.55,33.44,2.67,59.79,38.32,100,63.02,30.96,0.45,-3.46
Klixstraße,12200310,8270,10.22198,26.52963,59.7493,1.83217,-2.34926,1.44998,4,sehr niedrig,3,stabil,"Status sehr niedrig , Dynamik stabil",5.87,34.77,13.22,80.97,60.34,35.97,2.73,62.79,43.81,100,63.68,27.15,0.04,-1.55
Schumacher-Quartier,12200411,393,6.73401,15.01272,37.03704,-0.2158,0.52804,-5.18518,2,mittel,3,stabil,"Status mittel , Dynamik stabil",0,0,0,95.24,72.26,45.8,3.18,43.89,24.29,100,64.72,49.38,4.31,-8.99
Waldidyll/Flughafensee,12200412,6355,2.58277,7.17545,17.89601,-0.09645,-0.15482,-1.50111,2,mittel,3,stabil,"Status mittel , Dynamik stabil",2.07,22.82,2.44,51.6,35.36,19.31,1.78,63.08,20.58,4.48,63.69,31.41,2.36,8.88
Tegel Süd,12200413,8091,8.08061,19.57731,42.69265,1.37958,-0.86434,1.07774,3,niedrig,3,stabil,"Status niedrig , Dynamik stabil",4.33,38.65,8.73,62.04,41.14,21.94,1.76,73.58,42.35,0,69.16,16.35,-0.18,-1.68
TXL,12200414,1428,3.61842,9.73389,30.63584,0.38889,1.22781,2.82519,2,mittel,3,stabil,"Status mittel , Dynamik stabil",0,19.33,2.62,55.9,25.56,12.39,1.1,77.4,27.38,97.27,71.81,14.21,0.34,6.74
Alt-Tegel,12200515,10959,3.21597,6.84369,18.36735,0.60009,-0.58001,-0.99373,2,mittel,3,stabil,"Status mittel , Dynamik stabil",2.2,27.63,3.36,44.56,24.24,13.94,1.54,58.12,20.94,0,63.81,20.83,1.46,-3.88
Konradshöhe/Tegelort,12400616,6011,1.2787,2.42888,5.55556,0.2686,0.17199,0.84968,1,hoch,3,stabil,"Status hoch , Dynamik stabil",0,24.32,0.95,27.41,14.21,5.84,0.5,51.57,16.56,0,75.26,12.88,0.22,0.05
Alt-Heiligensee,12400617,6871,1.14439,2.25586,2.05628,0.45441,-1.03154,-1.9602,1,hoch,3,stabil,"Status hoch , Dynamik stabil",0,18.54,1.41,25.24,14.47,5.31,0.12,53.7,7.32,0,79.96,11.39,-0.5,5.97
Heiligensee Nord,12400618,3764,1.0994,3.42721,6.09137,-0.12068,-0.09333,-1.32346,1,hoch,3,stabil,"Status hoch , Dynamik stabil",0,20.6,1.41,26.57,16.1,6.3,0.32,53.59,10.61,19.61,70.51,18.32,3.84,6.76
Heiligensee,12400619,7730,1.24945,3.36352,6.58436,0.362,0.57539,0.9201,1,hoch,3,stabil,"Status hoch , Dynamik stabil",0.66,19.66,1.5,26.12,14.09,6.13,0.34,66.46,18.87,0.19,76.58,15.85,-0.13,3.64
Frohnau West,12400720,8662,0.97893,2.28585,3.73134,-0.04875,0.32821,0.14202,1,hoch,3,stabil,"Status hoch , Dynamik stabil",0,18.5,1.27,24.71,13.23,4.81,0.06,53.24,13.13,0,76.63,14.58,0.88,8.06
Frohnau Ost,12400721,8027,1.11573,2.84041,4.74174,-0.09797,0.31971,-0.45307,1,hoch,3,stabil,"Status hoch , Dynamik stabil",0.52,20.05,1.23,24.83,14.46,6.33,0.46,52.95,16.63,0,76.59,13.34,-0.2,8.49
Hermsdorf West,12400722,8608,1.64835,2.7881,4.14866,0.36708,-0.12813,0.47412,1,hoch,3,stabil,"Status hoch , Dynamik stabil",0.42,20.56,1.81,22.23,14.41,6.46,0.13,53.96,14.79,0,74.99,14.38,0.01,11.33
Hermsdorf Ost/Waldsee,12400723,8118,1.35905,3.00567,6.44567,0.33709,-0.32932,-0.98346,1,hoch,3,stabil,"Status hoch , Dynamik stabil",0.44,20.47,1.82,31.12,16.2,7.82,0.97,46.46,15.74,0,74,17.17,1.43,6.96
Ziekowstraße/Freie Scholle,12500824,9665,3.3557,6.62183,13.20197,0.76391,-0.97727,-2.16688,2,mittel,3,stabil,"Status mittel , Dynamik stabil",2.24,34.13,3.75,28.28,16.24,7.99,0.95,63.08,21.29,0,70.94,14.9,-0.03,-2.61
Borsigwalde,12500825,6750,5.01513,10.05926,24.2228,0.81765,-1.43294,-6.58729,2,mittel,3,stabil,"Status mittel , Dynamik stabil",2.94,36.84,5.18,48.33,27.67,18.12,3.14,61.41,25.26,100,66.37,24.53,0.07,-4.39
Wittenau Mitte,12500926,5065,6.3992,10.36525,28.28508,1.20352,-1.718,-5.91303,2,mittel,3,stabil,"Status mittel , Dynamik stabil",2.42,37.04,3.25,51.52,27.7,16.17,2.41,59.95,25.96,0,60.04,21.39,3.7,-9.32
Wittenau Nord,12500927,6434,3.10058,7.05626,20.68528,1.00908,-0.3125,0.55195,2,mittel,3,stabil,"Status mittel , Dynamik stabil",2.13,23.27,2.14,44.73,24.53,11.87,1.7,66.36,32.18,0.05,70.1,18.08,2.24,8.15
Waidmannslust,12500928,5166,2.90086,5.09098,12.25352,0.66351,0.13594,3.2333,2,mittel,3,stabil,"Status mittel , Dynamik stabil",1.69,24.85,2.05,32.06,19.03,8.44,0.27,62.39,23.5,0,68.69,21.89,1.88,11.68
Lübars,12500929,5160,1.54143,2.48062,4.25532,0.08527,-0.27734,0.16813,1,hoch,3,stabil,"Status hoch , Dynamik stabil",0,19.62,2.09,32.22,17.13,6.09,0.32,59.55,10.15,0.12,76.76,11.63,0.17,6.86
Wittenau Süd,12500930,9936,4.90287,10.96014,30.37866,0.6834,-2.0443,-0.91335,2,mittel,3,stabil,"Status mittel , Dynamik stabil",3.55,33.83,3.28,55.53,33.79,20.84,-0.35,72.72,24.12,0,66.48,90.38,-0.58,-4.43
Lübarser Straße,12601031,3310,4.05544,7.79456,21.49837,0.22459,-0.41149,-0.57521,2,mittel,3,stabil,"Status mittel , Dynamik stabil",1.06,24.89,2.27,52.13,29.94,13.44,0.87,64.94,30.27,85.59,75.63,15.03,0.11,5.31
Rollbergesiedlung,12601032,5922,10.6202,32.53968,65.22076,1.62241,-2.36978,-0.99239,4,sehr niedrig,3,stabil,"Status sehr niedrig , Dynamik stabil",3.71,32.78,11.96,70.65,49.95,31.29,1.48,72.64,56.03,99.75,65.45,16.24,-0.45,-1.64
Treuenbrietzener Straße,12601133,11610,10.84252,28.29457,54.34873,2.83575,-4.17485,-5.44593,4,sehr niedrig,3,stabil,"Status sehr niedrig , Dynamik stabil",5.27,35.22,10.08,74.37,52.7,26.33,0.97,71.21,43.32,100,71.7,13.31,-0.26,-0.64
